"usuario","data","hora","texto","midia","num_caracteres","num_palavras","num_emojis","num_mencoes","likes","repostagens","comentarios","prob_positivo","prob_neutro","prob_negativo","sentimento_geral"
"Mandyllinda","2026-01-04","04:00:33","@BolsonaroSP @policiafederal Até porque vc não saberia o que fazer pq nunca trabalhou 🙄🤡",0,88,14,2,2,0,0,"",0.0252822358161211,0.2311575561761856,0.7435601949691772,"negativo"
"Carlitopapitus","2026-01-04","04:00:31","@BolsonaroSP @policiafederal Sentiu",0,35,3,0,2,0,0,"",0.07815243303775787,0.902990460395813,0.018857143819332123,"neutro"
"rafaelsv29","2026-01-04","03:51:02","@BolsonaroSP @policiafederal Meu amigo, quem se importa com você? Quem está do seu lado? Vc ta fudido! Cai viver fugindo que nem um covarde, bunda mole e marica pro resto da vida…e a gente aqui cagando pra vc…seu monte de merda",0,227,41,0,2,0,0,"",0.0058097075670957565,0.010579093359410763,0.9836112856864929,"negativo"
"Emissarius_","2026-01-04","03:50:12","@BolsonaroSP @policiafederal O desprezo ao trabalho é forte.",0,60,8,0,2,0,0,"",0.004422475583851337,0.016835451126098633,0.9787421226501465,"negativo"
"elkonsantos","2026-01-04","03:48:31","@BolsonaroSP @policiafederal Traidores não possuem honra, são desprezados pela história👿 https://t.co/RVCqhA3HUl",1,112,11,1,2,1,0,"",0.0032986211590468884,0.009879517368972301,0.9868218898773193,"negativo"
"abacabr53958585","2026-01-04","03:43:18","@BolsonaroSP @policiafederal 👍🏻",0,31,3,1,2,0,0,"",0.13153786957263947,0.8422709107398987,0.02619127929210663,"neutro"
"guizemeio","2026-01-04","02:59:43","@BolsonaroSP @policiafederal mas nos conta aí pq tu tá gravando com esse fundo falso tosco? Fugiu dos EUA é?",0,108,19,0,2,0,0,"",0.004009527154266834,0.037360019981861115,0.9586304426193237,"negativo"
"angelamariazach","2026-01-04","02:46:38","@BolsonaroSP @policiafederal Peça licença sem vencimento por 2 anos",0,67,9,0,2,0,0,"",0.033514562994241714,0.8719682097434998,0.09451716393232346,"neutro"
"madjubis","2026-01-04","02:43:26","@patitricolor @marioadolfo @BolsonaroSP @policiafederal Jonga (João Evangelista de Souza) morreu em 2008",0,104,12,0,4,0,0,"",0.013489596545696259,0.9086593985557556,0.07785099744796753,"neutro"
"Francis_Moraiss","2026-01-04","02:34:47","@BolsonaroSP @policiafederal Vagabundo!",0,39,3,0,2,0,0,"",0.005654940847307444,0.009668831713497639,0.9846763014793396,"negativo"
"UNGIDONODENDE","2026-01-04","02:33:38","@BolsonaroSP @policiafederal Bota pra torar",0,43,5,0,2,0,0,"",0.6586753129959106,0.32952767610549927,0.011797009967267513,"positivo"
"RenatoB80360543","2026-01-04","02:33:28","@BolsonaroSP @policiafederal NIKOLAS FERREIRA CASSADO NIKOLAS FERREIRA CASSADO NIKOLAS FERREIRA CASSADO NIKOLAS FERREIRA CASSADO NIKOLAS FERREIRA CASSADO NIKOLAS FERREIRA CASSADO",0,178,20,0,2,0,0,"",0.05302578955888748,0.7870139479637146,0.15996021032333374,"neutro"
"sebastianarcher","2026-01-04","02:31:03","@BolsonaroSP @policiafederal Acho que seu caso é de tratamento compulsório emergencial, antes de cumprir pena por seus crimes!",0,126,18,0,2,0,0,"",0.025454536080360413,0.6897071599960327,0.28483837842941284,"neutro"
"DosCotrim40588","2026-01-04","02:17:26","@BolsonaroSP @policiafederal Esses mal feitores kkkkk vc um vagabundo sai do pais para conspira contra ele que te banca e ainda se acha no direito de achar que está correto crie vergonha",0,186,32,0,2,0,0,"",0.005050168372690678,0.007427643518894911,0.9875221848487854,"negativo"
"CleanPe","2026-01-04","02:12:34","@BolsonaroSP @policiafederal Filho de ditador condenando a GESTAPO?",0,67,8,0,2,0,0,"",0.011923314072191715,0.1293114274740219,0.8587652444839478,"negativo"
"glhrmmcl","2026-01-04","02:11:42","@BolsonaroSP @policiafederal atualiza a bio aí, dudu",0,52,7,0,2,0,0,"",0.04899691790342331,0.86573326587677,0.08526984602212906,"neutro"
"adiferreira2025","2026-01-04","02:11:35","@BolsonaroSP @policiafederal https://t.co/dvXe5Bqboz",1,52,3,0,2,0,0,"",0.06278277188539505,0.9104264974594116,0.026790712028741837,"neutro"
"EuEdu83","2026-01-04","02:08:39","@BolsonaroSP @policiafederal olha vc esta virando humorista ???? mi mijei aqui quando vc disse querem tomar minha pistola kkkkk vagabundo safado .",0,146,22,0,2,0,0,"",0.04777834564447403,0.07974932342767715,0.87247234582901,"negativo"
"LLIG08","2026-01-04","02:07:37","@BolsonaroSP @policiafederal Vagabundo",0,38,3,0,2,0,0,"",0.0052481102757155895,0.011534931138157845,0.9832168817520142,"negativo"
"EuEdu83","2026-01-04","02:05:13","@BolsonaroSP @policiafederal vc ágil contra os interesse do seu pais conspiro contra a democracia . seja homem e volte para o brasil e responda pelo q esta sendo acusado . seja homem rapaz",0,188,33,0,2,0,0,"",0.009492600336670876,0.024635568261146545,0.9658718705177307,"negativo"
"FischerRenildo","2026-01-04","02:03:50","@mariajulia512 @_Janoninho @BolsonaroSP @policiafederal ENGANADORES DE TROUXAS, POBRES DE DIREITA ADESTRADOS, E A ELITE PODRE QUE FINANCIA ESSES VERMES MAMADORES DAS TETAS DO ESTADO!",0,182,24,0,4,0,0,"",0.0032655855175107718,0.011529813520610332,0.9852045774459839,"negativo"
"FischerRenildo","2026-01-04","02:01:08","@BolsonaroSP @policiafederal TE FERROU SEU CANALHA!",0,51,6,0,2,0,0,"",0.003542412770912051,0.008325603790581226,0.9881319403648376,"negativo"
"Rodrigo91395273","2026-01-04","01:51:49","@BolsonaroSP @policiafederal Que vc seja exonerado da Pf seu cachorro",0,69,10,0,2,0,0,"",0.012139157392084599,0.0565953403711319,0.9312654137611389,"negativo"
"JamesUm10","2026-01-04","01:44:39","@BolsonaroSP @policiafederal O discurso é muito bonitinho mas a casa tá caindo aos poucos",0,89,14,0,2,0,0,"",0.24456371366977692,0.05218411982059479,0.7032521963119507,"negativo"
"Gus_Franco","2026-01-04","01:34:12","@carlosdisseisso @marioadolfo @BolsonaroSP @policiafederal Olha... pelo menos estudar pra concurso ele estudou. O sindicalista vagabundo estudou o quê?",0,151,18,0,4,0,0,"",0.003935564309358597,0.019398313015699387,0.9766660332679749,"negativo"
"Demix1632702","2026-01-04","01:33:59","@BolsonaroSP @policiafederal Cadeia pra vc",0,42,5,0,2,0,0,"",0.015860343351960182,0.05100827291607857,0.9331314563751221,"negativo"
"Roselin46756509","2026-01-04","01:27:32","@jota_pe13 @BolsonaroSP @policiafederal Kkkkkkkk eu não aguento kkkkkkkkk",0,73,8,0,3,1,0,"",0.8805844783782959,0.08440616726875305,0.03500930964946747,"positivo"
"_maarinhoo","2026-01-04","01:22:48","@BolsonaroSP @policiafederal Vai trabalhar, vagabundo",0,53,5,0,2,0,0,"",0.007816649973392487,0.02692742832005024,0.9652559757232666,"negativo"
"EdjaneJesus","2026-01-04","01:19:01","@BolsonaroSP @policiafederal Deus te abençoe.",0,45,5,0,2,1,0,"",0.9510852694511414,0.044630520045757294,0.004284265451133251,"positivo"
"deborabispokho1","2026-01-04","01:09:05","@BolsonaroSP @policiafederal Que Deus continue abençoando essa família maravilhosa e faça justiça no Brasil 🇧🇷",0,110,15,1,2,0,0,"",0.9878966808319092,0.010169013403356075,0.001934349536895752,"positivo"
"goshu_13","2026-01-04","01:09:00","@BolsonaroSP @policiafederal Ele rezando pro Zé Pilintra https://t.co/Q9KGS9i424",1,80,8,0,2,0,0,"",0.09558338671922684,0.8376715779304504,0.06674507260322571,"neutro"
"Zaratus26","2026-01-04","01:07:09","@Kc4Tw @AbnerSeminara @BolsonaroSP @policiafederal Não perca tempo, não vale a pena.",0,84,11,0,4,0,0,"",0.017411615699529648,0.061122097074985504,0.9214662909507751,"negativo"
"RejaneR00070283","2026-01-04","00:58:06","@BolsonaroSP @policiafederal Parabéns, Eduardo!!!",0,49,4,0,2,0,0,"",0.9211531281471252,0.07113064080476761,0.0077162329107522964,"positivo"
"Biofahda","2026-01-04","00:57:47","@Belzebu___666 @BolsonaroSP @policiafederal @Belzebu___666 Lu... O vídeo é editado!!! Veja aí... https://t.co/puyBLMUIcR",1,120,12,0,4,0,0,"",0.04286564141511917,0.9163992404937744,0.04073512554168701,"neutro"
"Biofahda","2026-01-04","00:56:43","@BolsonaroSP @policiafederal https://t.co/puyBLMUIcR @BolsonaroSP precisou editar o vídeo?",1,90,8,0,3,0,0,"",0.013858530670404434,0.9589706063270569,0.027170849964022636,"neutro"
"grok","2026-01-04","00:56:37","@Biofahda @BolsonaroSP @policiafederal Analisei o vídeo do YouTube e os frames do original. O fundo fica estático por mais de 2 minutos, sem pessoas ou aviões se movendo, o que é incomum em um aeroporto. Há contornos luminosos nos ombros e desalinhamento entre o movimento da câmera e o fundo, sugerindo possível chroma",0,319,53,0,3,0,0,"",0.025715775787830353,0.7576264142990112,0.21665777266025543,"neutro"
"Biofahda","2026-01-04","00:55:07","@grok @BolsonaroSP @policiafederal @grok analise esse vídeo que traz detalhes de edição no vídeo do bananinha. Ele fala sobre a movimentação da câmera em relação ao fundo e o contorno de luz nos ombros. https://t.co/puyBLMUIcR",1,226,35,0,4,0,0,"",0.1187325045466423,0.860859751701355,0.020407849922776222,"neutro"
"FonsecaR2121","2026-01-04","00:51:52","@BolsonaroSP @policiafederal Canalhice e crueldade é o q fazem com a família Bolsonaro. Deus os proteja. 🙏",0,106,17,1,2,0,0,"",0.00616858946159482,0.009102671407163143,0.9847287535667419,"negativo"
"JonilsonGandhi","2026-01-04","00:43:51","@BolsonaroSP @policiafederal Deixa de ser falso Zé Barata.",0,58,8,0,2,0,0,"",0.003817342920228839,0.012639789842069149,0.9835429191589355,"negativo"
"Amanrelo","2026-01-04","00:35:26","@BolsonaroSP @policiafederal Também, uma vida toda só mamando na teta do governo, quem é que vai querer trabalhar desse jeito",0,125,20,0,2,0,0,"",0.009162905625998974,0.11243593692779541,0.8784012198448181,"negativo"
"AlThiago26","2026-01-04","00:28:28","@lzx1337 @Omardeideais @BolsonaroSP @policiafederal @grok Isso … é isso foi o que foi declarado né kkkkk",0,104,16,0,5,0,0,"",0.00922706164419651,0.9361045360565186,0.05466841906309128,"neutro"
"Marcelofeitosam","2026-01-04","00:26:40","@BolsonaroSP @policiafederal Se ofendeu por pedir para ele trabalhar kkk",0,72,10,0,2,0,0,"",0.012031045742332935,0.7995388507843018,0.18843019008636475,"neutro"
"tatiursal","2026-01-04","00:26:34","@fmodollo @Omardeideais @gusmao_luna @BolsonaroSP @policiafederal Oxi… meu comentário foi pro poka rola. Aqui é LULA DE NOVO!! Rumo ao tetra!!",0,142,20,0,5,1,0,"",0.06948184221982956,0.6255344748497009,0.30498364567756653,"neutro"
"jota21erre","2026-01-04","00:23:09","@BolsonaroSP @policiafederal Ele quer continuar recebendo o salário de Policial Federal sem trabalhar porque é concursado, é isso mesmo? Ou entendi mal? O pai dele privatizou várias empresas, dentre elas Eletrobras e milhares de pessoas concursadas foram demitidas e estavam cumprindo sua carga horária. Porco",0,309,45,0,2,0,0,"",0.01780899614095688,0.11830802261829376,0.8638830184936523,"negativo"
"SouFlamengo8119","2026-01-04","00:21:11","@delaurentiis_br @BolsonaroSP @policiafederal Apareceram Os que pregam tolerância São os primeiros intolerantes kkkkkkkk País tá nessa merda por causa de vcs mesmo, a culpa não é do molusco que tá no terceiro mandato e com escândalos de corrupção em todos eles, a culpa é nossa mesmo, pessoas idiotas que defendem ladrão",0,320,51,0,3,1,0,"",0.00954007264226675,0.013045343570411205,0.977414608001709,"negativo"
"xvanderx_mp3","2026-01-04","00:20:55","@BolsonaroSP @policiafederal Nunca trabalhou nao né nao vai ser agr que vai 🤣🤣",0,78,13,2,2,0,0,"",0.32833725214004517,0.48049288988113403,0.19116991758346558,"neutro"
"xandehehe","2026-01-04","00:20:02","@BolsonaroSP @policiafederal Pf : volte a trabalhar amanhã Vc : não mas veja bem ,se o Alexandre de moras...",0,108,19,0,2,0,0,"",0.04293828457593918,0.7246338725090027,0.23242782056331635,"neutro"
"MedeirosMaick","2026-01-04","00:17:53","@Marcosvt_65 @grok @BolsonaroSP @policiafederal O Cara é tão burro que não sabe que o cargo publico politico dele também é um trabalho, e ele não trabalhou nem 5 dias esse ano, e recebeu por meses do cargo publico, em seguida demitido da politica teria de voltar ao cargo de policial, coisa que duvido que o vagabundo faça.",0,323,57,0,4,0,0,"",0.012623278424143791,0.03538591414690018,0.9519908428192139,"negativo"
"Veraolliva","2026-01-04","00:14:14","@BolsonaroSP @policiafederal Por gentileza, falta o que pra esse senhor ser exonerado?",0,86,12,0,2,0,0,"",0.014897189103066921,0.1263120323419571,0.8587907552719116,"negativo"
"Mario19011403","2026-01-04","00:12:54","@BolsonaroSP @policiafederal Se phodeu kkkkk!",0,45,5,0,2,0,0,"",0.012043669819831848,0.05634071305394173,0.9316155910491943,"negativo"
"tedpiao","2026-01-04","00:12:48","@BolsonaroSP @policiafederal Lixo inútil. Vai mamar o Paulo Figueiredo, seu bixa",0,80,11,0,2,0,0,"",0.004919569473713636,0.010922481305897236,0.984157919883728,"negativo"
"Sandova77569193","2026-01-04","00:10:10","@BolsonaroSP @policiafederal Seu pai não é mais presidente, pra ter um vereador em Brasília e, um Deputado Federal, nos EUA. Vai trabalhar pela primeira vez na vida.",0,165,27,0,2,0,0,"",0.024824393913149834,0.306203693151474,0.6689718961715698,"negativo"
"EleniceSan27830","2026-01-04","00:09:59","@BolsonaroSP @policiafederal Kkkkkkkkkk com dinheiro é mole quero ver vc rejeitar um emprego de escrivão na polícia federal DURO!",0,129,19,0,2,0,0,"",0.05133439972996712,0.5709095597267151,0.3777560293674469,"neutro"
"MariaCe82435353","2026-01-04","00:06:27","@clarke_de_souza @BolsonaroSP @policiafederal O Brasil está com ele? com certeza não! https://t.co/oVNhcAfwuF",1,109,12,0,3,3,2,"",0.3149369955062866,0.6437957286834717,0.04126733914017677,"neutro"
"MariaCe82435353","2026-01-04","00:04:02","@BolsonaroSP @RikeTenorio @policiafederal Resumindo, ele não gosta de trabalhar, ele não quer trabalhar, ele quer viver nos Estados Unidos as custas do dinheiro público. Aí não dá né bacana, não é assim que funciona. https://t.co/0BKxxwUB3p",1,240,35,0,3,0,0,"",0.007923311553895473,0.03979920968413353,0.9522775411605835,"negativo"
"ChicoNunes69778","2026-01-03","23:59:20","@BolsonaroSP @policiafederal Continue foragido do Brasil pois e oque voce soube fazer pois assumir oque fez dentro do seu pais voce nao soube, a melhor coisa que voce tem que fazer e renunciar ao seu cargo de escrivão pois esta envergonhando o servidor publico",0,260,44,0,2,0,0,"",0.019489843398332596,0.024195414036512375,0.9563148021697998,"negativo"
"dinhamm","2026-01-03","23:57:50","@BolsonaroSP @policiafederal Bofe, so tem chamaram pra trabalhar de novo kkkkkk",0,79,11,0,2,0,0,"",0.027490485459566116,0.4831014573574066,0.48940807580947876,"negativo"
"ane2245","2026-01-03","23:56:51","@BolsonaroSP @policiafederal Toma vergonha nessa sua cara e vai trabalhar!!",0,75,10,0,2,0,0,"",0.005219887010753155,0.012908962555229664,0.9818711280822754,"negativo"
"2tube3","2026-01-03","23:54:12","@BolsonaroSP @policiafederal Menino imaturo! Aparentemente não aprendeu nada com a crise que está vivendo e ainda prefere as bravatas e as explosões emocionais à sensatez e temperança necessárias a um bom político.",0,214,32,0,2,0,0,"",0.008004679344594479,0.017401669174432755,0.9745936393737793,"negativo"
"Joseane16103992","2026-01-03","23:52:42","@BolsonaroSP @policiafederal 👏🏻👏🏻👏🏻👏🏻👏🏻👏🏻 Eduardo pela atitude estamos com vc.",0,78,9,6,2,0,0,"",0.9307932257652283,0.05460141599178314,0.014605418778955936,"positivo"
"Cleberhc","2026-01-03","23:47:36","@BolsonaroSP @policiafederal Vai trabalhar vagabundo",0,52,5,0,2,0,0,"",0.007590020075440407,0.02255784533917904,0.9698521494865417,"negativo"
"Marcosvt_65","2026-01-03","23:38:57","@MedeirosMaick @grok @BolsonaroSP @policiafederal Caro jumento, vc disse que ele foi demitido, não foi, poderá ser futuramente, mas por ora é funcionário da PF sem salário!",0,172,26,0,4,0,0,"",0.020119959488511086,0.7007593512535095,0.27912068367004395,"neutro"
"grok","2026-01-03","23:28:40","@Biofahda @BolsonaroSP @policiafederal O vídeo parece autêntico, sem cortes evidentes nas imagens e legendas. Fontes confirmam que Eduardo Bolsonaro está nos EUA desde 2025, possivelmente no Texas, mas não há confirmação exata de que esteja no aeroporto de Dallas em janeiro de 2026.",0,283,43,0,3,0,0,"",0.04790680110454559,0.8935022950172424,0.0585908442735672,"neutro"
"Biofahda","2026-01-03","23:27:11","@BolsonaroSP @policiafederal @grok esse vídeo é editado? O bananinha realmente está no aeroporto de Dallas?",0,107,15,0,3,0,0,"",0.015482371672987938,0.930751383304596,0.05376626178622246,"neutro"
"Katiap27Alves","2026-01-03","23:21:11","@BolsonaroSP @policiafederal Força Eduardo. Parabéns e meu muito obrigada por sua dedicação ao Brasil.",0,102,14,0,2,0,0,"",0.9537965059280396,0.038316525518894196,0.00788690522313118,"positivo"
"tchelosant","2026-01-03","23:19:16","@BolsonaroSP @policiafederal Parabéns Eduardo! Siga firme com sua luta! Estaremos sempre com você! Deus te abençoe! 🙏🙏🙏",0,119,17,3,2,1,0,"",0.9149134159088135,0.07485760003328323,0.010228940285742283,"positivo"
"franciscahesse3","2026-01-03","23:12:35","@BolsonaroSP @policiafederal Eduardo vc está certíssimo",0,55,6,0,2,0,0,"",0.9294818639755249,0.044250864535570145,0.026267316192388535,"positivo"
"Tha_Gasparetto","2026-01-03","23:03:05","@JoseildodeAndr2 @BolsonaroSP @policiafederal E não é que o idoso descontrolado me bloqueou. Nossa como você é valente! @JoseildodeAndr2 Tadinho, não é homem nem para aguardar a resposta. Ofende e corre, frouxo como o político que ele defende! 😂🤣😂🤣🤡 https://t.co/dkRP18Gqx0",1,273,39,5,4,2,0,"",0.07619637995958328,0.06976474076509476,0.8540388345718384,"negativo"
"Lixogourmet1","2026-01-03","23:02:14","@BolsonaroSP @policiafederal Vai trabalhar, vagabundo sanguessuga!!!",0,68,6,0,2,0,0,"",0.00798555463552475,0.025908300653100014,0.9661061763763428,"negativo"
"RicardoNandes","2026-01-03","23:00:47","@BolsonaroSP @policiafederal Vem trabalhar, cara. Deixa de ser chato falando abessa com dinheiro público. Desliga essa internet e vai trabalhar um pouco.",0,153,22,0,2,0,0,"",0.005175758618861437,0.008331761695444584,0.9864924550056458,"negativo"
"Eduardo50800050","2026-01-03","22:59:05","@BolsonaroSP @policiafederal https://t.co/oWGbnxXpKf",1,52,3,0,2,0,0,"",0.06278277188539505,0.9104264974594116,0.026790712028741837,"neutro"
"Jazmelo2203","2026-01-03","22:58:53","@BolsonaroSP @policiafederal Tão impoluto 🤡🤡🤡🤡😂😂😂😂",0,50,5,8,2,0,0,"",0.8124024868011475,0.13194814324378967,0.05564943328499794,"positivo"
"carlavilarino1","2026-01-03","22:53:14","@BolsonaroSP @policiafederal Nunca vi desculpa mais esfarrapada pra não ter que trabalhar kkkkkkkk",0,98,13,0,2,0,0,"",0.014475570991635323,0.05637902021408081,0.9291453957557678,"negativo"
"Marcelo90354454","2026-01-03","22:52:28","@BolsonaroSP @policiafederal Volta pro Brasil pra ser preso junto com o teu pai bosta",0,85,14,0,2,0,0,"",0.0035858703777194023,0.010759073309600353,0.9856551289558411,"negativo"
"cozinheiradobp","2026-01-03","22:49:28","@BolsonaroSP @policiafederal Preguiçoso…até parece que ia querer trabalhar",0,74,8,0,2,0,0,"",0.0041917962953448296,0.01737748645246029,0.9784308075904846,"negativo"
"dsod_aniel","2026-01-03","22:49:03","@BolsonaroSP @policiafederal Vai trabalhar seu vagabundo do crlh",0,64,8,0,2,0,0,"",0.006623101886361837,0.013149258680641651,0.9802276492118835,"negativo"
"Alex74125511","2026-01-03","22:43:04","@BolsonaroSP @policiafederal Dito isso: a papuda te espera",0,58,8,0,2,0,0,"",0.10940529406070709,0.8314292430877686,0.05916549265384674,"neutro"
"JDerviche","2026-01-03","22:40:00","@BolsonaroSP @policiafederal Só quem tem a vida ganha escreve um merda dessa. Obviamente problemas financeiros você não tem, não é mesmo?",0,137,21,0,2,0,0,"",0.004680742509663105,0.029348719865083694,0.965970516204834,"negativo"
"antonio31206019","2026-01-03","22:37:35","@BolsonaroSP @policiafederal 🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡",0,54,3,25,2,0,0,"",0.3699090778827667,0.48090508580207825,0.1491858810186386,"neutro"
"FlvioFeijo1","2026-01-03","22:32:29","@BolsonaroSP @policiafederal Vagabundo Fujão",0,44,4,0,2,0,0,"",0.0039545707404613495,0.008010958321392536,0.9880344271659851,"negativo"
"ArivaldoOlive11","2026-01-03","22:31:10","@BolsonaroSP @policiafederal Força Eduardo! Tudo isso vai passar e vamos tomar o Brasil desses corruptos!",0,105,15,0,2,0,0,"",0.36077120900154114,0.393904447555542,0.2453242987394333,"neutro"
"ps_gabiih","2026-01-03","22:30:04","@BolsonaroSP @policiafederal Se eu, uma cidadã de bem, tenho que trabalhar para receber um salário no final do mês, pq você tbm não pode? Que tipo de alergia a trabalho é essa homem? Kkkkkkkkkk",0,193,34,0,2,0,0,"",0.01548114325851202,0.1065472811460495,0.8779716491699219,"negativo"
"origamer","2026-01-03","22:20:13","@Omardeideais @fick_vera @BolsonaroSP @policiafederal Quer andar armado sem ter arma. Quase certo que ele usa a arma da PF e não possui armamento próprio.",0,154,24,0,4,1,0,"",0.021067744120955467,0.615007221698761,0.3639250695705414,"neutro"
"andreavbarreto","2026-01-03","22:15:32","@BolsonaroSP @policiafederal Isso tudo é por medo de ter que trabalhar, né Bananinha?",0,85,13,0,2,0,0,"",0.011339712888002396,0.1658240109682083,0.8228362202644348,"negativo"
"MedeirosMaick","2026-01-03","22:13:03","@Marcosvt_65 @grok @BolsonaroSP @policiafederal E o que eu disse? Estude interpretação de texto.",0,96,13,0,4,0,0,"",0.01433435920625925,0.1669500768184662,0.8187155723571777,"negativo"
"TbVictorSouza","2026-01-03","22:11:40","@BolsonaroSP @policiafederal A única solicitação foi para que você trabalhe.. TRABALHAR!!!",0,90,11,0,2,0,0,"",0.03205689787864685,0.8608042597770691,0.10713885724544525,"neutro"
"jorgeme72830939","2026-01-03","21:57:49","@BolsonaroSP @policiafederal Compricado",0,39,3,0,2,0,0,"",0.016188105568289757,0.6430186629295349,0.3407931923866272,"neutro"
"MichaelAbr8409","2026-01-03","21:52:56","@VladimirAlves @BolsonaroSP @policiafederal E só ele pisar aqui q vc verá a perseguição rolando !! Para de se fingir",0,116,19,0,3,3,0,"",0.011514987796545029,0.0933903381228447,0.8950946927070618,"negativo"
"mirakurapower2","2026-01-03","21:51:46","@BolsonaroSP @policiafederal É muito vagabundo mesmo, pqp Quer continuar recebendo sem pisar no local de trabalho",0,113,16,0,2,0,0,"",0.0047688973136246204,0.008934147655963898,0.9862970113754272,"negativo"
"mirakurapower2","2026-01-03","21:50:33","@RicardoSagulo @BolsonaroSP @policiafederal Se for a vontade de Deus vai o rachador e o vagabundo traíra junto com o papai",0,122,20,0,3,0,0,"",0.030444011092185974,0.1978982537984848,0.7716576457023621,"negativo"
"rogeriomatias28","2026-01-03","21:39:23","@BolsonaroSP @policiafederal Exonorado",0,38,3,0,2,0,0,"",0.6925265192985535,0.13396382331848145,0.17350958287715912,"positivo"
"GilMello14","2026-01-03","21:32:20","@BolsonaroSP @policiafederal O escrivão desempregado falando...kkkkk",0,68,6,0,2,0,0,"",0.032664280384778976,0.3428356945514679,0.6244999170303345,"negativo"
"NRVTSV","2026-01-03","21:26:20","@BolsonaroSP @policiafederal Mais um pouquinho e as coisas voltam no normal …",0,77,12,0,2,0,0,"",0.024287404492497444,0.8305792808532715,0.1451333612203598,"neutro"
"juliano_risa","2026-01-03","21:25:57","@BolsonaroSP @policiafederal É muito sofrimento. Coitado https://t.co/Bc7Q6PDjLs",1,80,7,0,2,0,0,"",0.011893732473254204,0.017841868102550507,0.9702643752098083,"negativo"
"tiagocamata","2026-01-03","21:24:37","@BolsonaroSP @policiafederal Tudo isso pra não trabalhar kkkkk",0,62,8,0,2,0,0,"",0.03187700733542442,0.7139893174171448,0.2541336119174957,"neutro"
"respeitaosus","2026-01-03","21:24:00","@BolsonaroSP @policiafederal Reclamando do procedimento padrão pra qualquer cidadão que perde mandato e pediu licença de cargo público. Que homenzinho frouxo!",0,158,21,0,2,0,0,"",0.0031389372888952494,0.008290608413517475,0.9885703921318054,"negativo"
"jclovis1970","2026-01-03","21:23:19","@BolsonaroSP @policiafederal Kkkk! Foi só falar pro sujeito voltar pro trabalho e ele se sentiu perseguido...",0,109,16,0,2,0,0,"",0.005459522362798452,0.1296168714761734,0.8649236559867859,"negativo"
"MarceloConti14","2026-01-03","21:22:50","@BolsonaroSP @policiafederal Vai trabalhar vagabund",0,51,5,0,2,0,0,"",0.005691018886864185,0.01766529679298401,0.9766437411308289,"negativo"
"smrodriguesbr","2026-01-03","21:22:19","@BolsonaroSP @policiafederal https://t.co/U85kTjnAlL",1,52,3,0,2,0,0,"",0.06278277188539505,0.9104264974594116,0.026790712028741837,"neutro"
"JorgeJORALVFER","2026-01-03","21:18:59","@BolsonaroSP @policiafederal Kkkkk vc ja ouviu a misica do Gabriel o Pensador a dança dos desempregados? Essa é pra VOCÊ seu OTÁRIO",0,131,22,0,2,0,0,"",0.017090987414121628,0.1454053372144699,0.8375036120414734,"negativo"
"ZinhaDibai","2026-01-03","21:16:38","@BolsonaroSP @policiafederal 👏👏👏👏",0,33,3,4,2,0,0,"",0.8297749161720276,0.148752823472023,0.021472258493304253,"positivo"
"FlDesescolarize","2026-01-03","21:16:05","@BolsonaroSP @policiafederal Até pq convenhamos....",0,51,5,0,2,0,0,"",0.05568598955869675,0.876727819442749,0.06758621335029602,"neutro"
"Drienne","2026-01-03","21:02:37","@BolsonaroSP @policiafederal https://t.co/ryobSNkRlM",1,52,3,0,2,0,0,"",0.06278277188539505,0.9104264974594116,0.026790712028741837,"neutro"
"KarineD55175315","2026-01-03","21:01:45","@BolsonaroSP @policiafederal Honra não paga conta.",0,50,6,0,2,0,0,"",0.12286924570798874,0.7741106152534485,0.10302015393972397,"neutro"
"Luinnnn123","2026-01-03","20:53:40","@BolsonaroSP @policiafederal Vai trabalhar bananinha, tá aí vivendo do dinheiro de fundão eleitoral que o partido do teu pai paga pra ele todo mês.",0,147,24,0,2,0,0,"",0.010123603977262974,0.047982633113861084,0.9418938159942627,"negativo"
"rafaelgcolares","2026-01-03","20:53:16","@BolsonaroSP @policiafederal Trabalhar não rola?",0,48,5,0,2,0,0,"",0.015244457870721817,0.8163713216781616,0.16838422417640686,"neutro"
"BaimaVania","2026-01-03","20:50:05","@BolsonaroSP @policiafederal Isso um dia muda! Força",0,52,7,0,2,0,0,"",0.2923533320426941,0.6251617670059204,0.08248486369848251,"neutro"
"CeliaPetean","2026-01-03","20:49:56","@BolsonaroSP @policiafederal 👏👏👏👏👏",0,34,3,5,2,0,0,"",0.8297749161720276,0.148752823472023,0.021472258493304253,"positivo"
"1xandetimao","2026-01-03","20:47:26","@BolsonaroSP @policiafederal Volta para casa, bananinha... Tá com medo? Covarde",0,79,10,0,2,0,0,"",0.0038134162314236164,0.01688515394926071,0.9793014526367188,"negativo"
"cl198113","2026-01-03","20:46:05","@BolsonaroSP @policiafederal Vacila como respirar",0,49,5,0,2,0,0,"",0.7859570980072021,0.14363357424736023,0.07040931284427643,"positivo"
